datasetid;title;description;theme;keyword;license;license_url;language;timezone;modified;modified_updates_on_metadata_change;modified_updates_on_data_change;data_processed;metadata_processed;publisher;references;records_count;attributions;source_domain;source_domain_title;source_domain_address;source_dataset;federated;oauth_scope;parent_domain;dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;inspire.theme;inspire.type;inspire.file_identifier;inspire.hierarchy_level;inspire.hierarchy_level_name;inspire.spatial_resolution;inspire.topologic_consistency;inspire.contact_individual_name;inspire.contact_position;inspire.contact_address;inspire.contact_email;inspire.identification_purpose;inspire.extend_description;inspire.extend_bounding_box_westbound_longitude;inspire.extend_bounding_box_eastbound_longitude;inspire.extend_bounding_box_southbound_latitude;inspire.extend_bounding_box_northbound_latitude;dcat_ap_ch.domain;dcat_ap_ch.rights;semantic.rml_mapping;semantic.classes;semantic.properties;explore.download_count
statistiques_de_creation_d_actes_d_etat_civil_par_arrondissement;Statistiques de création d'actes d'état-civil par arrondissement;"<p>
	      Comptabilité des d'actes d'état-civil correspondant aux naissances, reconnaissances, mariages et décès par arrondissement pour les années 2004 à 2013</p><p>
	      Exemple(s) de réutilisation(s) des données : - Datavisualisations sur http://paris.mapize.com</p>";Citoyenneté;Naissance, mariage, décès, reconnaissance;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2014-05-07T15:13:19+00:00;False;False;2019-04-11T13:41:49+00:00;2019-05-27T08:04:19+00:00;Mairie de Paris / Direction de la Démocratie, des Citoyens et des Territoires;;880;;;;;;False;;;;2011-01-17;;;;;Annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;518
statistiques_de_creation_d_actes_d_etat_civil_par_mois;Statistiques de création d'actes d'état-civil par mois;"<p>
	     Comptabilité des d'actes d'état-civil correspondant aux naissances, reconnaissances, mariages et décès par mois.</p>";Citoyenneté;Naissance, mariage, décès, reconnaissance;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2014-05-07T15:19:11+00:00;False;False;2019-04-11T13:40:11+00:00;2019-05-27T08:04:27+00:00;Mairie de Paris / Direction de la Démocratie, des Citoyens et des Territoires;;528;;;;;;False;;;;2011-01-17;;;;;Annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;393
mobiliereaupotableparis2011;Mobiliers de distribution d'eau potable et non potable - Données géographiques;"<p>
    Données de type vecteur décrivant divers points de distribution d'eau potable ou non potable : fontaine wallace, borne fontaine, vanne, bouche...
    <br/>
<br/>
<strong style=""line-height: 1.45em;"">
                Exemple(s) de réutilisation(s) des données :
                <br/>
</strong></p></pre>

<span style=""line-height: 1.45em;"">
                - Site web et App iPhone
            </span>
<a href=""http://www.eaupen.net%20/"" style=""line-height: 1.45em;"">
                http://www.eaupen.net
            <";Mobilité et Espace Public, Equipements, Services, Social;Paris, Mobilier urbain, Equipements, Eau potable, eau;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2014-06-16T15:42:25+00:00;;;2017-05-13T09:32:50+00:00;2017-05-13T09:32:51+00:00;Mairie de Paris / Direction de la Propreté et de l'Eau;;65966;;;;;;False;;;;2011-04-04;;;;;Annuelle;annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;5037
consultations_des_centres_de_sante;Consultations des centres de santé à Paris;"<p>
    Des professionnels médicaux, paramédicaux et sociaux accueillent et proposent des consultations de médecine générale et spécialisée, ou dentaires, des examens radiologiques et échographiques, des soins infirmiers et de pédicure, des informations et des conseils de prévention. Le jeu de données comprend toutes les consultations proposées par les centres de santé du réseau paris santé avec leur type, leur localisation, leurs horaires.
</p>";Equipements, Services, Social;médecins, dentistes, prévention, soins, paramédicaux, santé;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2014-06-16T15:56:26+00:00;;;2017-05-13T08:43:08+00:00;2017-05-13T08:43:09+00:00;;http://opendata.paris.fr/opendata/jsp/site/Portal.jsp?document_id=122&portlet_id=102;5188;;;;;;False;;;;2012-05-17;;;;;Annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;3410
les-parcelles-forestieres-des-bois;Les parcelles des bois;<p>Cette couche surfacique localise géographiquement l’ensemble des parcelles présentes dans les Bois de Boulogne et de Vincennes.</p><p>Pour plus de renseignements, consultez la notice en pièce jointe.</p>;Environnement;Bois , vincennes, boulogne;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2014-07-24T12:49:27+00:00;;;2017-05-13T12:53:17+00:00;2017-05-13T12:53:18+00:00;Mairie de Paris / Direction des Espaces Verts et de l'Environnement;;32;;;;;;False;;;;;;;;;Annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;940
profil_petite_ceinture;Profil topographique de la Petite Ceinture;<p>Cette couche à figuré linéaire localise géographiquement l’ensemble des tronçons constituant la petite ceinture et leur profil topographique.</p><p>Pour plus de renseignements, consultez la notice en pièce jointe.</p>;Environnement;petite ceinture;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2014-07-24T13:08:57+00:00;;;2017-05-13T12:53:34+00:00;2017-05-13T12:53:35+00:00;Mairie de Paris / Direction des Espaces Verts et de l'Environnement;;523;;;;;;False;;;;;;;;;Annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;1064
cinemas-a-paris;Salles de cinémas à Paris;"<p>Liste des cinémas actifs de Paris fournie par le CNC</p><p>Ce jeu de donnée est un mashup de:</p><p>-<a href=""https://www.data.gouv.fr/fr/datasets/liste-des-etablissements-cinematographiques-actifs-1/"" target=""_blank""> Liste des établissements cinématographiques actifs</a></p><p><a href=""https://www.data.gouv.fr/fr/datasets/liste-des-etablissements-cinematographiques-actifs-1/"" target=""_blank""></a>- <a href=""https://www.data.gouv.fr/fr/datasets/liste-des-etablissements-cinematographiques-en-2012-avec-leur-adresse/"" target=""_blank"">Liste des établissements cinématographiques en 2012 avec leur adresse</a></p>";Culture;cinéma, salle, film;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2014-07-24T17:16:30+00:00;;;2017-05-13T12:53:40+00:00;2017-05-13T12:53:41+00:00;Centre national du cinéma et de l'image animée;;88;;;;;;False;;;;;Centre national du cinéma et de l'image animée;;;;;;2013;;;;;;;;;;;;;;;;;;;;;;;;;5731
les-cimetieres-emprises;Les cimetières (emprises);<p>Cette couche surfacique localise géographiquement les emprises des cimetières présents sur le territoire parisien. Le nom, la date de création, le nombre de divisions <em>(entités regroupant un ensemble de sépultures)</em>, l’accessibilité et la surface des ces sites sont renseignés sur la couche de données. </p><p>Pour plus de renseignements, consultez la notice en pièce jointe.</p>;Environnement;Cimetieres , Espaces verts, DEVE;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2014-07-25T13:30:08+00:00;;;2017-05-13T12:53:43+00:00;2017-05-13T12:53:44+00:00;Mairie de Paris / Direction des Espaces Verts et de l'Environnement;;20;;;;;;False;;;;;;;;;Annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;814
les-cimetieres-divisions;Les cimetières (divisions);<p>Cette couche surfacique localise géographiquement les divisions de cimetières parisiens. Une division est une entité regroupant un ensemble de sépultures. </p><p>Sur cette couche de données sont renseignés : le numéro, le périmètre et la surface des divisions.</p><p>Pour plus de renseignements, consultez la notice en pièce jointe.</p>;Environnement;Cimetières, EspacesVerts, DEVE;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2014-07-25T14:05:23+00:00;;;2017-05-13T12:54:04+00:00;2017-05-13T12:54:05+00:00;Mairie de Paris / Direction des Espaces Verts et de l'Environnement;;873;;;;;;False;;;;;;;;;Annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;1279
les-surfaces-boisees;Les surfaces boisées;<p>Cette couche surfacique localise géographiquement les surfaces boisées des 2 principaux bois de Paris (Bois de Boulogne et Bois de Vincennes).</p><p>Pour plus de renseignements, consultez la notice en pièce jointe.</p>;Environnement;bois, vincennes, boulogne;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2014-08-04T13:02:46+00:00;;;2017-05-13T13:08:49+00:00;2017-05-13T13:08:50+00:00;Mairie de Paris / Direction des Espaces Verts et de l'Environnement;;1491;;;;;;False;;;;;;;;;Annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;1791
hydro_ev;Le réseau hydraulique des espaces verts;<p>Cette couche surfacique localise géographiquement l’ensemble du réseau hydraulique des espaces verts gérés par la Ville de Paris.</p><p>Pour plus de renseignements, consultez la notice en pièce jointe.</p>;Environnement;Eau, espaces verts;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2014-08-04T13:33:41+00:00;;;2017-05-13T13:08:53+00:00;2017-05-13T13:08:54+00:00;Mairie de Paris / Direction des Espaces Verts et de l'Environnement;;80;;;;;;False;;;;;;;;;Annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;935
paris_taxis_stations;Stations de taxis de l’application mobile Paris Taxis;"<p>Liste des 120 stations de taxis dans Paris référencées dans l’application mobile Paris Taxis.</p><p>Les données de disponibilités des taxis sont maintenant disponibles sur <a href=""http://le.taxi/"" target=""_blank"">le.taxi </a></p>";Mobilité et Espace Public;taxi, taxis, borne, station;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2014-09-30T17:14:47+00:00;;;2017-05-13T12:53:11+00:00;2017-05-13T12:53:12+00:00;Mairie de Paris/Direction de la Voirie et des Déplacements;;120;;;;;;False;;;2014-10-01;2014-10-01;;;;;Temps réel;;;;;;;;;;;;;;;;;;;;;;;;;;;2535
les-conseillers-de-paris-de-1977-a-2014;Les Conseillers de Paris de 1977 à 2014;"<p>Ce jeu de données recense tous les conseillers de Paris de 1977 à 2014.</p><p>L'onglet Images comprend les photos des conseillers.</p><p>En pièce jointe sont les fichiers zippés comprenant les photos.</p><p>Si vous êtes intéréssé par le Conseil de Paris, vous pouvez contacter Fabrice Deschamps, chargé des relations avec les publics au Service du Conseil de Paris à l'adresse suivante:  <a href=""mailto:DDCT-SCP-Relations-Avec-Les-Publics@paris.fr"">DDCT-SCP-Relations-Avec-Les-Publics@paris.fr</a></p>";Citoyenneté;conseil de Paris, Conseillers, Mandature, élu, conseil;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2015-02-10T10:00:41+00:00;;;2017-05-13T13:17:42+00:00;2017-05-13T13:17:43+00:00;Mairie de Paris / Service du Conseil de Paris;;985;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;465
liste-musees-de-france-a-paris;Liste Musées de France à Paris;"<p>Liste des musées labellisés ""Musée de France"" à Paris en 2012.</p><p>Libellés des colonnes : Régions ; Départements ; Fermé (oui si le musée est fermé) ; Annexe (si annexe au musée) ; Nom du musée ; Coordonnées postale (Adresse, Ville, CP) ; Siteweb ; périodes d'ouverture et de fermeture annuelle ; Jours nocturnes</p><p>Plus d'informations sur l'appelation <a href=""http://www.culturecommunication.gouv.fr/Aides-demarches/Protections-labels-et-appellations/Appellation-Musee-de-France"" target=""_blank"">Musées de France</a></p>";Culture;musées, culture;Licence Ouverte (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;;2015-02-26T14:17:29+00:00;;;2017-05-13T13:18:30+00:00;2017-05-13T13:18:31+00:00;;https://www.data.gouv.fr/fr/datasets/liste-et-localisation-des-musees-de-france/;1295;;;;;;False;;;;;;;;;;Paris;2012;Arrondissement;;;;;;;;;;;;;;;;;;;;;;;;58225
ordres_du_jour_du_conseil_general;Ordres du jour du Conseil Général;"<p>
<span style=""line-height: 1.45em;"">Ordres du jour du Conseil Général de mars 2008 à décembre 2014 par séance. <br/>
<br/>
<br/><br/></span></p></pre><span style=""line-height: 1.45em;"">Dans le jeu de données, les abréviations PJ, LR, A, V, VNR, DSP correspondent aux intitulés suivants : <br/>
<br/></span><span style=""line-height: 1.45em;""><strong>PJ </strong>: projet de délibération <br/>
<br/></span><span style=""line-height: 1.45em;""><strong>LR </strong>: Lettre rectificative <br/>
<br/></span><span style=""line-height: 1.45em;""><strong>A </strong>: Amendement <br/>
<br/></span><span style=""line-height: 1.45em;""><strong>V </strong>: Vœu <br/>
<br/></span><span style=""line-height: 1.45em;""><strong>VNR </strong>: vœu non rattaché à un projet de délibération <br/>
<br/></span><span style=""line-height: 1.45em;""><strong>DSP </strong>: Délégation de service public&lt;<";Citoyenneté;délibération, assemblée, vote;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2015-03-19T15:36:57+00:00;;;2017-05-13T12:19:05+00:00;2017-05-13T12:19:06+00:00;Mairie de Paris / Service du Conseil de Paris;;6808;;;;;;False;;;;2013-01-14;;;;;Annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;3712
ordres_du_jour_du_conseil_municipal;Ordres du jour du Conseil Municipal;"<p>
<span style=""line-height: 1.45em;"">Ordres du jour du conseil municipal de mars 2008 à décembre 2014 par séance. <br/>
<br/>
<br/><br/></span></p></pre><span style=""line-height: 1.45em;"">Dans le jeu de données, les abréviations PJ, LR, A, V, VNR, DSP correspondent aux intitulés suivants : <br/>
<br/></span><span style=""line-height: 1.45em;""><strong>PJ </strong>: projet de délibération <br/>
<br/></span><span style=""line-height: 1.45em;""><strong>LR </strong>: Lettre rectificative <br/>
<br/></span><span style=""line-height: 1.45em;""><strong>A </strong>: Amendement <br/>
<br/></span><span style=""line-height: 1.45em;""><strong>V </strong>: Vœu <br/>
<br/></span><span style=""line-height: 1.45em;""><strong>VNR </strong>: vœu non rattaché à un projet de délibération <br/>
<br/></span><span style=""line-height: 1.45em;""><strong>DSP </strong>: Délégation de service public <";Citoyenneté;délibération, aseemblée, vote;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2015-03-19T15:39:09+00:00;;;2017-05-13T12:21:31+00:00;2017-05-13T12:21:32+00:00;Mairie de Paris / Service du Conseil de Paris;;32167;;;;;;False;;;;2013-01-14;;;;;Annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;2071
emargement-municipal;Emargement des Présences au Conseil de Paris;<p>Ce jeu de données reprend la présence des conseillers au Conseil de Paris sur l'année 2014</p><ul><li>RI correspond à Règlement Intérieur </li></ul>;Citoyenneté;conseil, conseil de Paris, conseillers, municipal, département, départemental;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2015-03-23T10:30:23+00:00;;;2017-05-13T13:18:06+00:00;2017-05-13T13:18:07+00:00;Mairie de Paris / Service du Conseil de Paris;;1305;;;;;;False;;;;;;;;;Annuellle;;2014;;;;;;;;;;;;;;;;;;;;;;;;;473
pim;PIM (Programme d'investissement de la Mandature);"<p>Le PIM (Programme d'investissement de la Mandature) regroupe la totalité des opérations d'investissement dont le règlement financier interviendra sur la période de la mandature à savoir 2015 - 2020 soit 6 exercices comptables. Il se décline en grands blocs que sont, par exemple, le logement et la promotion de la mixité sociale; la transformation de Paris en ville verte, ouverte et apaisée; l'éducation; le développement des transports publics; la transition énergétique, pour les thèmes les plus importants.</p>
<table> <tbody><tr> <td><strong>Nom de la   colonne </strong></td> <td><strong>Définition</strong></td> </tr> <tr> <td>Politique   publique</td> <td>Grand thème   transverse et structurant correspondant à un axe majeur de l'effort   d'investissement engagé sous la mandature 2015-2020</td> </tr> <tr> <td>Détail politique   publique</td> <td>Sous ensemble   d'un thème de politique publique. Précise la destination des crédits alloués   de la politique publique concernée.</td> </tr> <tr> <td>Montant PIM</td> <td>Le montant PIM   est l'enveloppe allouée en Crédits de Paiement (CP) sur la période 2015-2020.   Ce montant s'élève à  10 Mds au total   et se décline en enveloppes par politique publique puis en sous-enveloppes   par détail de politique publique.</td> </tr></tbody></table>";Administration et Finances Publiques;PIM, Mandature, Investissement, budget;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2015-05-13T14:19:11+00:00;;;2017-05-13T13:22:13+00:00;2017-05-13T13:22:14+00:00;Mairie de Paris / Direction des Finances et des Achats;;46;;;;;;False;;;;;;;;;Annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;534
concessions-redevances-percues;Concessions redevances perçues;<p>Le jeu de données présente les recettes liquidées par la Ville de Paris via l’outil de gestion dématérialisée des recettes, au titre de l’occupation et/ou de l’exploitation des concessions relevant du domaine public et du domaine privé de la Ville de paris.</p><p>Les données sont extraites de l’outil de gestion dématérialisée des recettes, elles ne retracent donc que les recettes liquidées via cet outil. </p><p>Le fichier retrace pour chaque contrat, la nature juridique du contrat, son objet, le nom du concessionnaire, les dates d’échéances et les recettes appelées en plusieurs fois sur l’année ( si la présentation conserve plusieurs lignes par contrat).</p><p>Pour chaque contrat, les recettes peuvent comporter plusieurs éléments : redevance fixe, redevance variable, frais de contrôle, loyers connexes, pénalités. Quand les recettes titrées sont soumises à la TVA, les montants sont donnés TTC. Pour les redevances variables, les redevances perçues sur  un exercice donné (année n) sont calculées sur la base des éléments du compte de résultats du dernier exercice clos (année n-1).</p><table> <tbody><tr> <td><strong>Nom de la colonne</strong></td> <td><strong>Descriptions</strong></td> </tr> <tr> <td><strong>Exercice Comptable</strong></td> <td>Année concernée</td> </tr> <tr> <td><strong>Direction</strong></td> <td>Direction en charge de la   gestion du contrat</td> </tr> <tr> <td><strong>N° contrat</strong></td> <td>Numéro de convention DRFIP</td> </tr> <tr> <td><strong>Nature du contrat</strong></td> <td>Nature juridique du contrat</td> </tr> <tr> <td><strong>Code nature du contrat</strong></td> <td>Code reprenant la Nature   Juridique du Contrat</td> </tr> <tr> <td><strong>Déb.valid.</strong></td> <td>Date d’entrée en vigueur du   contrat en JJ/MM/Année</td> </tr> <tr> <td><strong>Fin valid.</strong></td> <td>Fin de validité du contrat en   JJ/MM/Année</td> </tr> <tr> <td><strong>Objet du contrat</strong></td> <td>Précise la nature de l’activité   ou l’objet contrat de concession.</td> </tr> <tr> <td><strong>Libellé du tiers</strong></td> <td>Indique la dénomination sociale,   le nom d’enseigne ou le sigle de la société titulaire du contrat. Les données   nominatives de particuliers ont été occultées</td> </tr> <tr> <td><strong>Code référence du tiers</strong></td> <td>Numéro de tiers stable référencé   par la DRFIP </td> </tr> <tr> <td><strong>Redevance disponible/non   disponible</strong></td> <td>Les données sont extraites de   l’outil de gestion dématérialisée des recettes, elles ne retracent donc que   les recettes liquidées via cet outil.   A ce titre, certaines redevances   peuvent apparaitre comme « non disponibles »</td> </tr> <tr> <td><strong>Somme des montants liquidés</strong></td> <td>Montant cumulé de recettes   liquidées pour l’année (Exercice Comptable).   Pour les   redevances « communiquées » (voir ci-dessus)</td></tr></tbody></table>;Administration et Finances Publiques;concessions, recettes;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2015-05-18T11:43:49+00:00;;;2017-05-13T13:52:17+00:00;2017-05-13T13:52:18+00:00;Mairie de Paris / Direction des Finances et des Achats;;1898;;;;;;False;;;;;;;;;Annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;667
